UniqueMemberRef,MemberName,FirstName,LastName,Gender,DateOfBirth,YearOfBirth,Postcode,NHSNumber,ClientName,ClientIdentifier,SchemeCategory,SchemeIdentifier,Plan,Product,RegistrationStatus,JoinDate,LapseDate,ContractStartDate,ContractEndDate,LengthOfServiceYears
UM0000130,Charlotte Robinson,Charlotte,Robinson,Female,1980-11-19,1980,SE1 4US,0434455605,Acme Corp,C5939,Family,S74508,Bronze,Standard,Lapsed,2014-06-11,2020-04-13,2013-08-30,2015-03-28,11
UM0000131,Alfie Wilson,Alfie,Wilson,Male,1995-03-28,1995,N1 4FA,9893529664,Mercer Group,C8336,Family,S31988,Executive,Executive,Active,2023-09-22,,2022-10-08,2032-06-28,2
UM0000132,Arthur Wilson,Arthur,Wilson,Male,2002-04-25,2002,SW3 1RF,3999897025,Healthcare Co,C8578,Family,S43574,Executive,Enhanced,Active,2017-04-08,,2017-01-03,2018-08-21,8
UM0000133,Poppy Brown,Poppy,Brown,Female,1961-07-22,1961,HA1 6VC,9165988363,BlueShield UK,C2023,Family,S76605,Platinum,Executive,Active,2011-08-17,,2010-11-25,2015-12-27,14
UM0000134,Lily Wright,Lily,Wright,Female,1969-02-12,1969,SW3 5FF,3198893876,BlueShield UK,C5567,Corporate,S30880,Platinum,Executive,Active,2014-06-28,,2013-12-19,2016-06-23,11
UM0000135,Arthur Davies,Arthur,Davies,Male,1975-01-14,1975,E1 7VO,7091063607,Healthcare Co,C5535,Family,S71350,Enhanced,Executive,Active,2017-03-21,,2016-06-05,2021-07-14,8
UM0000136,Alfie Evans,Alfie,Evans,Male,1974-07-29,1974,M1 5JD,9920754537,Mercer Group,C3841,Family,S50306,Standard,Standard,Active,2018-11-16,,2018-08-07,2021-04-19,6
UM0000137,William Taylor,William,Taylor,Male,1965-03-12,1965,SW3 1SO,6181990402,GlobalHealth Ltd,C8979,Corporate,S87344,Executive,Enhanced,Active,2021-01-21,,2021-01-02,2030-09-11,4
UM0000138,Jack Jones,Jack,Jones,Male,1986-08-31,1986,HA1 4GN,4808695757,Healthcare Co,C1013,Family,S51120,Silver,Executive,Active,2021-06-05,,2020-12-01,2023-10-01,4
UM0000139,Harry White,Harry,White,Male,1984-02-13,1984,SW1A 4NC,9231609702,TrustHealth Ltd,C3830,Individual,S15302,Gold,Enhanced,Active,2019-11-25,,2019-01-27,2026-07-28,5
UM0000140,Evie Davies,Evie,Davies,Female,1975-05-12,1975,SE1 0MT,9911793380,Mercer Group,C6603,Individual,S46738,Gold,Enhanced,Active,2016-12-26,,2016-02-22,2021-07-19,8
UM0000141,Olivia Evans,Olivia,Evans,Female,1990-02-02,1990,KT1 4FM,7422077883,BlueShield UK,C4778,Family,S68260,Executive,Enhanced,Active,2021-08-22,,2021-05-31,2025-05-20,4
UM0000142,Noah Wright,Noah,Wright,Male,1965-01-11,1965,BR1 8II,5384104340,TrustHealth Ltd,C3529,Individual,S66967,Executive,Enhanced,Active,2016-11-30,,2016-05-01,2024-04-19,8
UM0000143,Sophie Wilson,Sophie,Wilson,Female,1974-05-27,1974,M1 4UX,3423952857,Healthcare Co,C1221,Family,S86463,Enhanced,Standard,Active,2021-09-21,,2021-04-17,2027-01-30,4
UM0000144,Sophie White,Sophie,White,Female,1987-12-08,1987,SW3 0NM,3720406229,Healthcare Co,C6078,Individual,S88089,Standard,Enhanced,Active,2014-07-15,,2013-12-19,2020-05-29,11
UM0000145,Henry Thomas,Henry,Thomas,Male,1977-11-17,1977,LS1 2ST,9042246376,Mercer Group,C2692,Family,S90385,Gold,Enhanced,Active,2019-02-16,,2018-05-31,2025-12-24,6
UM0000146,Arthur Smith,Arthur,Smith,Male,1985-06-30,1985,B1 3OZ,9985524145,GlobalHealth Ltd,C1672,Corporate,S53918,Enhanced,Enhanced,Active,2022-05-20,,2022-02-24,2028-11-13,3
UM0000147,Henry Smith,Henry,Smith,Male,1984-07-24,1984,NW1 2JQ,3896446498,Acme Corp,C6579,Family,S12768,Standard,Standard,Active,2023-08-04,,2023-05-05,2026-05-28,2
UM0000148,Alfie Smith,Alfie,Smith,Male,1981-07-20,1981,W1A 0SM,5964933635,TrustHealth Ltd,C2281,Individual,S96645,Gold,Standard,Active,2022-02-25,,2021-04-04,2027-02-07,3
UM0000149,Ella Smith,Ella,Smith,Female,1972-07-09,1972,KT1 5AQ,2692264119,Acme Corp,C8832,Corporate,S25781,Standard,Standard,Active,2015-02-20,,2015-01-01,2017-07-15,10
UM0000150,Emily Wright,Emily,Wright,Female,1973-07-05,1973,EN1 3RJ,7182190520,BlueShield UK,C8873,Individual,S32524,Gold,Enhanced,Active,2012-10-13,,2012-05-31,2021-05-27,13
UM0000151,Mia White,Mia,White,Female,1990-10-13,1990,SW3 5CO,3065929549,BlueShield UK,C4544,Family,S57008,Gold,Enhanced,Active,2015-01-23,,2014-08-01,2020-10-22,10
UM0000152,Alfie Jones,Alfie,Jones,Male,1972-01-15,1972,SE1 2MH,2585782249,Healthcare Co,C4587,Individual,S29293,Silver,Executive,Lapsed,2010-09-17,2013-10-26,2010-01-08,2016-12-27,15
UM0000153,Sophie Smith,Sophie,Smith,Female,1984-01-05,1984,NW1 7WD,0276304526,TrustHealth Ltd,C4116,Individual,S58111,Gold,Standard,Active,2015-12-01,,2015-05-21,2021-07-09,9
UM0000154,Arthur Wright,Arthur,Wright,Male,2000-12-12,2000,KT1 8KC,0185820696,Healthcare Co,C4091,Individual,S65585,Gold,Enhanced,Active,2014-03-28,,2013-07-08,2014-10-06,11
UM0000155,Emily Brown,Emily,Brown,Female,1975-11-04,1975,SE1 3SK,3763368097,BlueShield UK,C8988,Family,S97343,Bronze,Enhanced,Active,2011-07-15,,2011-05-22,2019-07-11,14
UM0000156,Ella Williams,Ella,Williams,Female,1999-11-04,1999,N1 9JM,3270769840,Acme Corp,C3637,Family,S58186,Enhanced,Executive,Active,2020-09-12,,2020-03-21,2024-06-09,5
UM0000157,Mia Thompson,Mia,Thompson,Female,1985-05-21,1985,EN1 6PL,1743427996,Acme Corp,C6739,Family,S53688,Silver,Enhanced,Active,2013-11-13,,2013-05-11,2017-01-06,11
UM0000158,Amelia Evans,Amelia,Evans,Female,1968-07-30,1968,E1 8RI,8940286653,TrustHealth Ltd,C4570,Family,S63920,Standard,Enhanced,Active,2010-06-15,,2009-09-25,2015-08-09,15
UM0000159,Jack Johnson,Jack,Johnson,Male,1966-09-29,1966,HA1 5AY,5415537884,Acme Corp,C8885,Corporate,S66666,Bronze,Executive,Active,2010-04-10,,2009-11-25,2013-07-07,15
UM0000160,Emily Harris,Emily,Harris,Female,1983-09-27,1983,BR1 0DJ,9608500595,BlueShield UK,C6194,Family,S84545,Bronze,Standard,Active,2023-10-15,,2023-07-13,2031-06-30,2
UM0000161,Sophie Robinson,Sophie,Robinson,Female,1985-07-12,1985,W1A 5LQ,1406505578,TrustHealth Ltd,C3636,Family,S89711,Platinum,Enhanced,Active,2017-12-31,,2017-05-22,2022-05-15,7
UM0000162,Charlie Wilson,Charlie,Wilson,Male,1982-02-03,1982,SE1 8FK,4804033536,Mercer Group,C5874,Individual,S15620,Platinum,Standard,Active,2016-12-01,,2016-11-16,2024-05-29,8
UM0000163,Thomas Wright,Thomas,Wright,Male,2003-03-20,2003,EN1 2WC,2613281405,BlueShield UK,C7449,Individual,S10382,Standard,Standard,Active,2013-11-22,,2012-11-22,2021-01-18,11
UM0000164,Sophia Thompson,Sophia,Thompson,Female,1956-02-24,1956,NW1 4RQ,9129490056,BlueShield UK,C8412,Individual,S93696,Enhanced,Enhanced,Active,2010-12-29,,2010-02-05,2013-02-04,14
UM0000165,Charlie Harris,Charlie,Harris,Male,1990-10-08,1990,UB1 6VM,2071803935,GlobalHealth Ltd,C8033,Family,S82420,Bronze,Executive,Active,2022-06-02,,2022-01-24,2024-11-11,3
UM0000166,Oliver Harris,Oliver,Harris,Male,1963-06-11,1963,W1A 1QA,6107397724,BlueShield UK,C8732,Corporate,S39661,Standard,Executive,Active,2022-08-27,,2021-11-30,2030-10-18,3
UM0000167,Freddie White,Freddie,White,Male,1982-04-05,1982,BR1 6QR,5069132324,Healthcare Co,C9209,Individual,S57462,Standard,Standard,Active,2023-03-28,,2022-07-29,2030-02-20,2
UM0000168,Evie Wilson,Evie,Wilson,Female,1965-12-26,1965,B1 8DZ,5797988997,Acme Corp,C1256,Family,S32101,Standard,Executive,Active,2019-04-18,,2018-11-14,2021-03-23,6
UM0000169,Grace Smith,Grace,Smith,Female,1957-04-07,1957,W2 8SN,9025373169,Healthcare Co,C5278,Family,S38732,Bronze,Enhanced,Active,2023-08-17,,2023-05-06,2030-11-13,2
UM0000170,Isla Harris,Isla,Harris,Female,1972-06-03,1972,W2 6CI,5239125614,Healthcare Co,C9099,Individual,S30466,Standard,Executive,Active,2012-07-31,,2012-04-01,2017-05-15,13
UM0000171,Harry Thomas,Harry,Thomas,Male,1954-02-01,1954,W1A 7EY,0847228728,GlobalHealth Ltd,C2475,Family,S97138,Platinum,Enhanced,Lapsed,2017-02-12,2023-04-09,2016-05-13,2023-10-27,8
UM0000172,Mia Wilson,Mia,Wilson,Female,1989-05-05,1989,LS1 0YO,1854192200,Acme Corp,C4121,Corporate,S10898,Executive,Enhanced,Active,2019-02-04,,2018-04-26,2028-02-07,6
UM0000173,Grace Smith,Grace,Smith,Female,1972-10-27,1972,N1 8NE,6372513365,TrustHealth Ltd,C2747,Family,S19710,Standard,Standard,Active,2020-10-18,,2020-04-21,2026-01-19,5
UM0000174,Ava Robinson,Ava,Robinson,Female,1991-01-17,1991,BR1 5RB,7771260747,Healthcare Co,C6503,Family,S56367,Enhanced,Standard,Pending,2019-12-17,,2019-11-06,2024-12-12,5
UM0000175,Emily Wilson,Emily,Wilson,Female,1995-03-14,1995,E1 1TS,9447074971,BlueShield UK,C4942,Individual,S31919,Standard,Enhanced,Active,2019-10-15,,2019-07-25,2028-04-23,6
UM0000176,Amelia White,Amelia,White,Female,1986-09-01,1986,EN1 4VT,5307091675,Acme Corp,C2877,Family,S24559,Enhanced,Standard,Active,2012-05-18,,2012-01-28,2014-11-26,13
UM0000177,Sophia Thompson,Sophia,Thompson,Female,1992-08-23,1992,LS1 0WV,8134973515,Acme Corp,C1360,Corporate,S92162,Bronze,Standard,Active,2023-03-05,,2022-05-05,2024-08-27,2
UM0000178,George Evans,George,Evans,Male,1991-08-30,1991,SW3 8XI,7035281856,GlobalHealth Ltd,C7832,Individual,S96134,Standard,Enhanced,Active,2020-06-30,,2020-04-09,2022-07-16,5
UM0000179,Sophie Taylor,Sophie,Taylor,Female,1975-05-14,1975,N1 2QJ,5065346708,Healthcare Co,C5039,Family,S98258,Executive,Standard,Active,2015-10-15,,2015-04-26,2024-08-29,10
UM0000180,Grace Thompson,Grace,Thompson,Female,1987-09-23,1987,N1 6AH,1947537358,Mercer Group,C7925,Corporate,S44181,Platinum,Enhanced,Active,2019-01-09,,2018-07-30,2024-03-23,6
UM0000181,Alfie Jones,Alfie,Jones,Male,1987-11-01,1987,EN1 4SJ,6621282512,Mercer Group,C2219,Individual,S90666,Silver,Enhanced,Active,2023-02-10,,2022-05-22,2024-12-24,2
UM0000182,Evie Thomas,Evie,Thomas,Female,1985-07-05,1985,SW3 3HU,0616453428,GlobalHealth Ltd,C8281,Corporate,S29852,Executive,Standard,Active,2016-03-05,,2015-12-23,2017-05-01,9
UM0000183,George Williams,George,Williams,Male,1992-10-18,1992,B1 0NU,7917953127,Mercer Group,C1761,Family,S30120,Executive,Executive,Active,2023-09-07,,2023-03-06,2029-11-06,2
UM0000184,Charlotte Robinson,Charlotte,Robinson,Female,1959-06-08,1959,W2 7NG,1585698289,TrustHealth Ltd,C3318,Family,S76160,Gold,Standard,Active,2016-08-31,,2016-03-22,2020-06-27,9
UM0000185,Oliver Brown,Oliver,Brown,Male,1966-01-21,1966,SW1A 6OX,1768863313,GlobalHealth Ltd,C1055,Family,S29354,Standard,Executive,Active,2011-01-31,,2010-04-13,2012-05-18,14
UM0000186,Jack Wright,Jack,Wright,Male,1965-10-26,1965,B1 2MQ,8779030390,Mercer Group,C2119,Individual,S61870,Bronze,Executive,Active,2021-09-20,,2021-05-08,2029-08-30,4
UM0000187,James Jones,James,Jones,Male,1992-06-12,1992,SE1 3SC,3765243406,GlobalHealth Ltd,C7601,Individual,S17150,Platinum,Standard,Active,2018-05-05,,2017-05-05,2024-05-23,7
UM0000188,George Brown,George,Brown,Male,1988-08-25,1988,B1 2OP,9735713184,TrustHealth Ltd,C4283,Individual,S32659,Executive,Executive,Active,2021-09-25,,2021-04-10,2023-08-20,4
UM0000189,Evie Brown,Evie,Brown,Female,1985-05-29,1985,B1 9IO,6687219373,Healthcare Co,C4910,Family,S32201,Executive,Enhanced,Lapsed,2022-07-12,2024-12-24,2021-09-23,2026-01-12,3
UM0000190,Oscar Davies,Oscar,Davies,Male,1984-04-02,1984,W2 6JG,4373496158,Acme Corp,C2397,Individual,S64202,Standard,Executive,Active,2020-07-27,,2019-09-13,2021-10-10,5
UM0000191,Sophie Brown,Sophie,Brown,Female,1989-01-03,1989,LS1 4LN,3549891018,BlueShield UK,C4043,Corporate,S16497,Enhanced,Standard,Active,2010-10-02,,2010-03-07,2019-09-26,15
UM0000192,Freddie Thomas,Freddie,Thomas,Male,1989-01-15,1989,E1 7ZM,6948840073,GlobalHealth Ltd,C6387,Family,S69107,Enhanced,Standard,Active,2019-01-03,,2018-01-27,2020-01-04,6
UM0000193,Grace Brown,Grace,Brown,Female,1970-09-18,1970,UB1 2NV,6454425045,GlobalHealth Ltd,C4241,Corporate,S34767,Silver,Enhanced,Active,2013-12-22,,2013-04-12,2014-06-03,11
UM0000194,Amelia Evans,Amelia,Evans,Female,1977-04-10,1977,SE1 8YV,2681975803,GlobalHealth Ltd,C5986,Individual,S54481,Bronze,Standard,Active,2015-07-13,,2015-04-11,2021-12-20,10
UM0000195,Alfie Robinson,Alfie,Robinson,Male,1972-07-24,1972,HA1 0CU,3721263902,GlobalHealth Ltd,C2429,Corporate,S96515,Standard,Enhanced,Active,2021-01-30,,2020-09-14,2027-01-18,4
UM0000196,Ella Johnson,Ella,Johnson,Female,1970-01-18,1970,M1 4FM,8735158965,Acme Corp,C1590,Individual,S66232,Silver,Standard,Active,2013-05-10,,2012-11-10,2015-10-31,12
UM0000197,Jack Thompson,Jack,Thompson,Male,1993-07-14,1993,NW1 8JN,6966599671,Acme Corp,C2577,Corporate,S58654,Silver,Standard,Active,2014-06-02,,2014-03-22,2020-01-02,11
UM0000198,Poppy Jones,Poppy,Jones,Female,1997-06-26,1997,KT1 5SV,7685733858,Healthcare Co,C5090,Corporate,S89114,Executive,Executive,Active,2016-04-18,,2015-07-01,2016-12-15,9
UM0000199,Jack Williams,Jack,Williams,Male,1965-07-06,1965,N1 5DM,9724003344,Acme Corp,C4251,Individual,S10901,Platinum,Standard,Active,2011-02-14,,2010-11-07,2016-04-09,14
UM0000200,Mia Thompson,Mia,Thompson,Female,1977-11-04,1977,W2 2FB,9537178319,Mercer Group,C6067,Individual,S14214,Silver,Standard,Lapsed,2014-08-28,2020-11-17,2013-11-10,2017-05-23,11
UM0000201,Amelia Thomas,Amelia,Thomas,Female,1967-05-21,1967,LS1 0JV,5009113209,BlueShield UK,C6332,Corporate,S67242,Executive,Standard,Active,2012-12-30,,2012-08-13,2020-04-21,12
UM0000202,Charlotte Brown,Charlotte,Brown,Female,1987-06-06,1987,UB1 7HD,6963378249,Healthcare Co,C5214,Corporate,S58368,Bronze,Standard,Active,2016-05-21,,2015-09-14,2020-05-11,9
UM0000203,Grace Evans,Grace,Evans,Female,1976-12-24,1976,B1 1DJ,6996040869,GlobalHealth Ltd,C9296,Family,S16505,Executive,Enhanced,Active,2022-09-03,,2022-07-16,2027-10-28,3
UM0000204,Charlie Smith,Charlie,Smith,Male,1987-08-18,1987,UB1 5IR,2056240169,TrustHealth Ltd,C5881,Corporate,S40170,Silver,Executive,Active,2012-04-17,,2011-04-23,2020-02-19,13
UM0000205,Harry Thompson,Harry,Thompson,Male,1995-02-26,1995,E1 0IH,7184175534,Acme Corp,C3360,Individual,S26352,Silver,Enhanced,Active,2022-10-06,,2022-10-06,2025-02-26,3
UM0000206,Thomas Taylor,Thomas,Taylor,Male,1990-08-25,1990,SW3 4JX,8874180376,GlobalHealth Ltd,C5508,Corporate,S54900,Bronze,Executive,Active,2021-08-01,,2020-11-07,2028-07-02,4
UM0000207,Evie Taylor,Evie,Taylor,Female,2007-02-20,2007,KT1 9UB,5699923900,Mercer Group,C3055,Family,S90932,Executive,Executive,Active,2023-03-22,,2022-05-12,2027-11-29,2
UM0000208,Jack Brown,Jack,Brown,Male,1982-01-28,1982,SW1A 4ZX,0281204842,TrustHealth Ltd,C6029,Corporate,S54216,Gold,Enhanced,Active,2019-03-18,,2019-02-15,2020-10-28,6
UM0000209,Olivia Williams,Olivia,Williams,Female,1990-03-17,1990,B1 8FV,3290100888,GlobalHealth Ltd,C2439,Corporate,S18604,Bronze,Standard,Pending,2011-08-12,,2010-08-25,2017-02-07,14
UM0000210,Jack Smith,Jack,Smith,Male,1982-06-18,1982,B1 8CG,5581364844,BlueShield UK,C2047,Family,S25128,Gold,Standard,Active,2014-06-01,,2013-09-06,2017-03-09,11
UM0000211,Sophie Johnson,Sophie,Johnson,Female,1963-04-08,1963,W1A 3AZ,1725291880,BlueShield UK,C9164,Individual,S46489,Silver,Standard,Active,2017-09-14,,2017-06-18,2026-05-26,8
UM0000212,Oscar White,Oscar,White,Male,1973-05-06,1973,BR1 8GO,5874327836,Healthcare Co,C5360,Corporate,S74626,Enhanced,Executive,Active,2016-12-29,,2016-10-05,2024-12-08,8
UM0000213,Alfie Robinson,Alfie,Robinson,Male,1986-06-05,1986,N1 2VM,8998991956,BlueShield UK,C5335,Individual,S63777,Gold,Executive,Active,2022-08-10,,2022-02-19,2030-08-20,3
UM0000214,Mia Brown,Mia,Brown,Female,1966-11-06,1966,SE1 4NL,1756896980,TrustHealth Ltd,C5034,Individual,S78668,Executive,Standard,Active,2013-04-02,,2012-05-11,2015-10-21,12
UM0000215,Charlotte Robinson,Charlotte,Robinson,Female,1982-08-14,1982,B1 9CE,3603176293,Mercer Group,C4735,Individual,S34037,Gold,Enhanced,Lapsed,2016-06-02,2023-11-05,2016-05-16,2022-11-18,9
UM0000216,Ella Evans,Ella,Evans,Female,1962-12-22,1962,LS1 9KL,6534058508,TrustHealth Ltd,C2977,Family,S96934,Standard,Executive,Active,2023-01-03,,2022-12-17,2032-07-15,2
UM0000217,Olivia Brown,Olivia,Brown,Female,1991-05-12,1991,SW3 1TE,6353545902,Acme Corp,C6975,Family,S82549,Silver,Executive,Active,2015-11-20,,2015-10-21,2021-07-05,9
UM0000218,James Evans,James,Evans,Male,1973-05-03,1973,UB1 4UJ,8468230768,GlobalHealth Ltd,C2784,Individual,S64164,Standard,Standard,Active,2015-02-21,,2014-10-23,2016-09-08,10
UM0000219,Noah Davies,Noah,Davies,Male,1965-05-01,1965,M1 1KC,6622802554,GlobalHealth Ltd,C5773,Corporate,S52188,Gold,Executive,Lapsed,2022-01-30,2029-03-19,2021-10-29,2026-08-20,3
UM0000220,Emily Wilson,Emily,Wilson,Female,1983-11-25,1983,UB1 5DA,7685778060,Acme Corp,C6224,Individual,S24720,Gold,Enhanced,Active,2018-02-19,,2017-10-07,2025-06-17,7
UM0000221,Olivia Harris,Olivia,Harris,Female,1986-03-28,1986,W2 0KK,4637020998,Mercer Group,C8233,Individual,S97847,Gold,Executive,Active,2010-09-02,,2010-07-03,2012-04-16,15
UM0000222,Thomas Brown,Thomas,Brown,Male,1975-08-15,1975,NW1 1RQ,6423927582,Acme Corp,C3865,Family,S56826,Gold,Executive,Active,2022-05-29,,2021-09-30,2030-11-21,3
UM0000223,Oliver Jones,Oliver,Jones,Male,1992-07-10,1992,N1 2DF,8489107794,Acme Corp,C8429,Corporate,S14431,Platinum,Executive,Active,2016-12-23,,2016-02-27,2020-10-22,8
UM0000224,Charlotte Wilson,Charlotte,Wilson,Female,2001-12-23,2001,SE1 2GP,7629840741,Healthcare Co,C1325,Individual,S61634,Silver,Standard,Pending,2010-11-16,,2010-04-18,2015-08-31,14
UM0000225,George Williams,George,Williams,Male,1973-10-29,1973,SW1A 1MS,2093455384,GlobalHealth Ltd,C9951,Family,S56655,Standard,Standard,Active,2015-05-26,,2014-08-12,2016-02-12,10
UM0000226,Oliver Wilson,Oliver,Wilson,Male,1968-10-24,1968,SW3 6NV,4631936430,BlueShield UK,C2373,Family,S39142,Enhanced,Enhanced,Lapsed,2022-01-20,2027-02-15,2022-01-20,2025-09-13,3
UM0000227,Ella Williams,Ella,Williams,Female,1967-08-10,1967,N1 3HX,7024901357,Acme Corp,C2043,Corporate,S64169,Gold,Executive,Active,2012-09-28,,2012-06-04,2021-04-26,13
UM0000228,Ava Harris,Ava,Harris,Female,1978-12-25,1978,LS1 5NZ,4119092314,Healthcare Co,C8960,Individual,S48955,Bronze,Standard,Active,2023-05-16,,2022-05-27,2026-05-03,2
UM0000229,James Williams,James,Williams,Male,1985-05-02,1985,LS1 3XR,2454532773,Mercer Group,C2839,Family,S82362,Bronze,Enhanced,Active,2012-01-15,,2011-11-08,2014-07-28,13
UM0000230,Charlotte Thompson,Charlotte,Thompson,Female,1978-04-10,1978,M1 0SS,0004985509,Mercer Group,C5093,Corporate,S94438,Gold,Enhanced,Active,2011-02-09,,2010-03-21,2014-02-02,14
UM0000231,Olivia Smith,Olivia,Smith,Female,1990-11-10,1990,E1 2GC,1736066615,BlueShield UK,C4836,Individual,S33844,Silver,Enhanced,Active,2016-08-24,,2015-09-20,2020-11-03,9
UM0000232,Emily Williams,Emily,Williams,Female,2001-01-30,2001,SW1A 0VJ,0450998302,Healthcare Co,C8881,Corporate,S37290,Bronze,Executive,Lapsed,2021-11-01,2026-06-07,2021-07-22,2025-05-09,3
UM0000233,Henry Wright,Henry,Wright,Male,1993-04-10,1993,SE1 2JS,7605020740,GlobalHealth Ltd,C6348,Individual,S34354,Standard,Executive,Active,2021-06-22,,2021-01-23,2026-03-15,4
UM0000234,William Evans,William,Evans,Male,1963-09-18,1963,SE1 7KF,4016435513,BlueShield UK,C2122,Family,S16482,Standard,Enhanced,Active,2014-02-15,,2013-03-30,2014-04-28,11
UM0000235,Charlie Brown,Charlie,Brown,Male,1987-05-15,1987,SE1 1FA,3749520569,TrustHealth Ltd,C5382,Corporate,S63956,Enhanced,Standard,Active,2014-03-16,,2013-11-28,2023-04-30,11
UM0000236,James Wright,James,Wright,Male,2007-02-13,2007,W1A 2XN,4415325378,GlobalHealth Ltd,C3896,Family,S45699,Gold,Standard,Active,2023-01-08,,2022-02-02,2025-02-25,2
UM0000237,Ella Taylor,Ella,Taylor,Female,1993-04-17,1993,EC1A 3LC,6640189273,BlueShield UK,C2519,Individual,S54579,Bronze,Executive,Lapsed,2022-12-02,2030-03-30,2022-03-02,2026-02-23,2
UM0000238,James Wilson,James,Wilson,Male,1978-02-17,1978,B1 0NO,9686903406,GlobalHealth Ltd,C3105,Individual,S21585,Silver,Executive,Active,2016-08-10,,2015-10-27,2020-01-06,9
UM0000239,James Wilson,James,Wilson,Male,1980-10-16,1980,HA1 9JS,1871859741,Mercer Group,C4584,Corporate,S82909,Gold,Standard,Active,2016-05-09,,2016-03-20,2021-12-25,9
UM0000240,Lily Brown,Lily,Brown,Female,1980-07-02,1980,N1 1VF,0209190664,Acme Corp,C6632,Family,S23629,Executive,Standard,Active,2011-05-31,,2011-01-25,2012-02-07,14
UM0000241,Henry Taylor,Henry,Taylor,Male,1997-03-12,1997,LS1 4PC,7684366724,GlobalHealth Ltd,C2555,Corporate,S72642,Platinum,Standard,Active,2015-02-28,,2014-03-09,2019-06-10,10
UM0000242,Evie Brown,Evie,Brown,Female,1981-02-14,1981,B1 0XR,5049862790,TrustHealth Ltd,C5364,Corporate,S85300,Executive,Executive,Active,2010-01-05,,2009-01-17,2017-03-06,15
UM0000243,Charlie Williams,Charlie,Williams,Male,1968-11-25,1968,SW1A 9GQ,5540534519,BlueShield UK,C6468,Corporate,S13249,Standard,Enhanced,Active,2024-01-14,,2023-11-12,2024-12-18,1
UM0000244,Henry Thomas,Henry,Thomas,Male,1988-04-18,1988,SE1 6QQ,2010897277,TrustHealth Ltd,C3380,Individual,S70151,Standard,Enhanced,Active,2017-03-12,,2017-03-06,2022-12-25,8
UM0000245,Emily Thompson,Emily,Thompson,Female,1967-12-24,1967,NW1 0GN,3246619014,BlueShield UK,C2366,Corporate,S53665,Enhanced,Executive,Active,2017-03-04,,2016-09-01,2021-08-07,8
UM0000246,William Brown,William,Brown,Male,1993-04-04,1993,BR1 8UY,3806594247,Healthcare Co,C9491,Corporate,S73514,Enhanced,Standard,Active,2023-12-02,,2023-07-19,2028-02-07,1
UM0000247,James Harris,James,Harris,Male,1975-05-28,1975,W1A 0LW,1226060305,BlueShield UK,C2318,Corporate,S36059,Bronze,Executive,Active,2021-07-08,,2020-12-30,2030-10-01,4
UM0000248,Charlotte Robinson,Charlotte,Robinson,Female,1983-06-21,1983,B1 9VO,9416362735,Acme Corp,C8666,Individual,S95470,Enhanced,Executive,Lapsed,2013-03-18,2021-03-15,2012-12-27,2020-03-29,12
UM0000249,Isabella Davies,Isabella,Davies,Female,1973-10-17,1973,SW1A 4JE,8457217819,Healthcare Co,C9412,Family,S92014,Platinum,Executive,Active,2023-10-23,,2023-06-24,2028-05-13,2
UM0000250,Lily Williams,Lily,Williams,Female,1984-09-14,1984,LS1 2XC,1942139577,GlobalHealth Ltd,C1350,Corporate,S85603,Platinum,Standard,Active,2015-02-27,,2015-01-26,2022-12-25,10
UM0000251,Alfie Thomas,Alfie,Thomas,Male,1964-04-20,1964,SW3 8JC,9553946661,Healthcare Co,C5916,Family,S14116,Bronze,Executive,Active,2010-05-23,,2010-03-15,2011-09-28,15
UM0000252,Amelia Harris,Amelia,Harris,Female,1992-12-12,1992,SW1A 0BG,4567444166,Healthcare Co,C1556,Individual,S85087,Enhanced,Standard,Active,2017-12-26,,2017-07-19,2019-03-22,7
UM0000253,Emily Wilson,Emily,Wilson,Female,1983-08-03,1983,B1 5GG,6295196677,Healthcare Co,C1921,Family,S55737,Gold,Standard,Active,2018-12-14,,2018-10-30,2025-11-06,6
UM0000254,Isla Robinson,Isla,Robinson,Female,1991-03-27,1991,N1 4RE,7705843613,TrustHealth Ltd,C7769,Family,S74161,Enhanced,Executive,Active,2016-11-21,,2016-10-16,2023-11-14,8
UM0000255,Sophie Wright,Sophie,Wright,Female,1975-05-23,1975,E1 4VR,7033800780,BlueShield UK,C9468,Corporate,S24528,Silver,Enhanced,Active,2010-11-14,,2010-04-24,2016-08-22,14
UM0000256,Lily Wilson,Lily,Wilson,Female,1995-06-07,1995,E1 8XS,6951954492,Healthcare Co,C8904,Corporate,S45193,Silver,Standard,Active,2021-11-13,,2021-07-15,2024-08-20,3
